site,period,ind,sex,age,rep,side,uid,Trait,Value
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xlc,6.77
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xli1,8.11
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xbm2,11.56
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xbm1,11.59
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xbp2,8.84
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xbp1,9.2
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xbc,7.8
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,xbi1,6.83
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mlm2,10.29
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mlm1,6.62
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mlp2,6.26
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mlp1,5.61
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mlc,5.64
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mli2,5.08
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mli1,5.08
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbm2,11.19
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbm1,7.89
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbp2,7.82
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbp1,7.09
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbc,6.54
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbi2,5.35
Okinoharu,Jomon,25,male,adult,2,L,Okinoharu_25,mbi1,5.64
Okinoharu,Jomon,28,NA,7,2,R,Okinoharu_28,mlm2,11.34
Okinoharu,Jomon,28,NA,7,2,R,Okinoharu_28,mlm1,10.21
Okinoharu,Jomon,28,NA,7,2,R,Okinoharu_28,mli1,5.62
Okinoharu,Jomon,28,NA,7,2,R,Okinoharu_28,mbm2,10.71
Okinoharu,Jomon,28,NA,7,2,R,Okinoharu_28,mbm1,9.19
Okinoharu,Jomon,28,NA,7,2,R,Okinoharu_28,mbi1,5.42
Okinoharu,Jomon,28,NA,7,2,L,Okinoharu_28,mlm2,11.5
Okinoharu,Jomon,28,NA,7,2,L,Okinoharu_28,mlm1,10.09
Okinoharu,Jomon,28,NA,7,2,L,Okinoharu_28,mli1,5.29
Okinoharu,Jomon,28,NA,7,2,L,Okinoharu_28,mbm2,10.71
Okinoharu,Jomon,28,NA,7,2,L,Okinoharu_28,mbm1,9.09
Okinoharu,Jomon,28,NA,7,2,L,Okinoharu_28,mbi1,5.38
Okinoharu,Jomon,30,female,mature,2,R,Okinoharu_30,mlm2,10.1
Okinoharu,Jomon,30,female,mature,2,R,Okinoharu_30,mlm1,10.56
Okinoharu,Jomon,30,female,mature,2,R,Okinoharu_30,mbm2,10.38
Okinoharu,Jomon,30,female,mature,2,R,Okinoharu_30,mbm1,11
Okinoharu,Jomon,30,female,mature,2,L,Okinoharu_30,mlm2,10.56
Okinoharu,Jomon,30,female,mature,2,L,Okinoharu_30,mlm1,10.46
Okinoharu,Jomon,30,female,mature,2,L,Okinoharu_30,mbm2,10.31
Okinoharu,Jomon,30,female,mature,2,L,Okinoharu_30,mbm1,10.56
Saka,Jomon,1,male,adult,2,R,Saka_1,mlm2,9.25
Saka,Jomon,1,male,adult,2,R,Saka_1,mbm2,9.66
Saka,Jomon,1,male,adult,2,L,Saka_1,mlm2,8.99
Saka,Jomon,1,male,adult,2,L,Saka_1,mbm2,9.26
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xlm2,9.01
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xlm1,10.29
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xlp2,6.25
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xlp1,6.71
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xli2,5.84
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xli1,7.98
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbm2,10.48
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbm1,11.05
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbp2,8.78
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbp1,9.49
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbc,8.18
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbi2,5.57
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,xbi1,6.87
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mlm1,10.24
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mlp2,7.04
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mlp1,7.02
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mlc,6.78
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mli2,5
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mli1,4.06
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mbm1,11.32
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mbp2,8.51
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mbp1,8.15
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mbc,7.97
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mbi2,6.48
Shirahama,Jomon,1,male,adult,2,R,Shirahama_1,mbi1,6.39
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xlm2,9
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xlm1,10.39
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xlp2,6.07
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xlp1,6.57
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xli2,6.35
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xli1,7.85
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbm2,10.56
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbm1,11.3
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbp2,8.73
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbp1,9.58
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbc,8.02
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbi2,6.87
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,xbi1,6.71
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mlm1,11.34
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mlp2,7.04
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mlp1,6.98
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mlc,6.8
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mli2,5.49
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mli1,4.18
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mbm1,11.54
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mbp2,8.39
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mbp1,7.74
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mbc,8.28
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mbi2,6.44
Shirahama,Jomon,1,male,adult,2,L,Shirahama_1,mbi1,6.28
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,xlm2,9.51
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,xlp2,6.42
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,xli1,8.31
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,xbm2,11.08
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,xbi1,6.94
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mlm2,10.06
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mlm1,11.13
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mlp2,7.04
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mlp1,6.46
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mbm2,9.94
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mbm1,10.68
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mbp2,7.87
Wakimisaki,Jomon,1,male,adult,2,R,Wakimisaki_1,mbp1,7.17
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,xlm2,10.2
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,xlp2,6.72
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,xli1,8.38
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,xbm2,11.6
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,xbi1,6.17
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mlm2,10.51
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mlm1,10.44
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mlp2,7.29
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mlp1,6.51
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mbm2,10.4
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mbm1,10.81
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mbp2,7.5
Wakimisaki,Jomon,1,male,adult,2,L,Wakimisaki_1,mbp1,7.62
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,xlp1,6.39
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,xli2,6.37
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,xbp1,8.71
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,xbi2,6.16
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,xbi1,6.57
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mlm2,9.05
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mlp2,5.57
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mlp1,6.22
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mlc,6.56
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mbm2,9.77
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mbp2,7.54
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mbp1,7.56
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mbc,6.51
Wakimisaki,Jomon,2,female,adult,2,R,Wakimisaki_2,mbi2,5.44
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,xlp1,7.23
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,xli2,6.56
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,xbp1,8.72
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,xbi2,6.12
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,xbi1,6.6
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mlm2,9.53
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mlp2,5.99
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mlp1,6.47
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mlc,6.14
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mbm2,9.45
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mbp2,7.7
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mbp1,7.09
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mbc,6.49
Wakimisaki,Jomon,2,female,adult,2,L,Wakimisaki_2,mbi2,5.49
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xlm1,9.95
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xlp2,6.38
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xlp1,6.52
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xlc,7.82
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xli2,6.39
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xbm1,11.64
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xbp2,9.48
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xbp1,9.08
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xbc,7.99
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xbi2,6.28
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,xbi1,6.89
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mlm2,11.06
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mlm1,7.35
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mlp2,6.85
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mlp1,7.06
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mlc,5.72
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mli2,6.14
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mli1,4.5600000000000005
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbm2,10.87
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbm1,12.04
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbp2,8.57
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbp1,8.03
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbc,7.7
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbi2,6.32
Wakimisaki,Jomon,5,male,adult,2,R,Wakimisaki_5,mbi1,5.4
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xlm1,10.12
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xlp2,6.33
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xlp1,6.83
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xlc,7.43
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xli2,6.59
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xbm1,12.27
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xbp2,9.31
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xbp1,9.55
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xbc,8.03
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xbi2,6.29
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,xbi1,7
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mlm2,10.52
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mlm1,11.11
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mlp2,6.62
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mlp1,7.23
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mlc,7.23
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mli2,6.91
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mli1,5.8
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbm2,10.75
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbm1,11.69
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbp2,8.1
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbp1,7.84
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbc,6.85
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbi2,6.4
Wakimisaki,Jomon,5,male,adult,2,L,Wakimisaki_5,mbi1,5.71
