site,period,ind,sex,age,rep,side,uid,Trait,Value
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,xbm1,10.71
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,xbp1,8.31
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,xbc,6.86
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mlm2,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mlm1,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mlp2,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mlc,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mli2,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mli1,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mbm2,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mbm1,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mbp2,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mbp1,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mbi2,NA
Fukahori,Yayoi,8,NA,9 to 10,2,L,Fukahori_8,mbi1,NA
Fukahori,Yayoi,9,NA,3,2,R,Fukahori_9,xlm1,NA
Fukahori,Yayoi,9,NA,3,2,R,Fukahori_9,xbm1,11.23
Fukahori,Yayoi,9,NA,3,2,L,Fukahori_9,xlm1,NA
Fukahori,Yayoi,9,NA,3,2,L,Fukahori_9,xbm1,11.36
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,xli1,NA
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,mlc,NA
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,mli2,NA
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,mli1,NA
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,mbc,NA
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,mbi2,NA
Fukahori,Yayoi,10,female,mature,2,R,Fukahori_10,mbi1,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,xli1,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,mlc,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,mli2,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,mli1,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,mbc,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,mbi2,NA
Fukahori,Yayoi,10,female,mature,2,L,Fukahori_10,mbi1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xlp2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xlp1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xli2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xli1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xbp2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xbp1,8.72
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,xbi2,6.47
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mlm2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mlm1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mlp2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mlp1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mlc,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mli2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mli1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbm2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbm1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbp2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbp1,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbc,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbi2,NA
Fukahori,Yayoi,11,female,adult,2,R,Fukahori_11,mbi1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xlp2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xlp1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xli2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xli1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xbp2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xbp1,9.01
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,xbi2,6.2
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mlm2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mlm1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mlp2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mlp1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mlc,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mli2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mli1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbm2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbm1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbp2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbp1,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbc,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbi2,NA
Fukahori,Yayoi,11,female,adult,2,L,Fukahori_11,mbi1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,xli1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,xbi1,6.37
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mlm2,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mlm1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mlp2,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mlp1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mlc,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mli2,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mli1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbm2,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbm1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbp2,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbp1,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbc,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbi2,NA
Fukahori,Yayoi,13,female,18-19,2,R,Fukahori_13,mbi1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,xli1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,xbi1,6.76
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mlm2,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mlm1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mlp2,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mlp1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mlc,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mli2,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mli1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbm2,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbm1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbp2,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbp1,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbc,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbi2,NA
Fukahori,Yayoi,13,female,18-19,2,L,Fukahori_13,mbi1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,xlm2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,xli1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,xbm2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,xbm1,10.92
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,xbi1,6.83
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mlm2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mlm1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mlp2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mlp1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mlc,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mli2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mli1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbm2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbm1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbp2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbp1,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbc,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbi2,NA
Fukahori,Yayoi,15,male,adult,2,R,Fukahori_15,mbi1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,xlm2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,xli1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,xbm2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,xbm1,11.14
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,xbi1,6.86
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mlm2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mlm1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mlp2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mlp1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mlc,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mli2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mli1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbm2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbm1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbp2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbp1,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbc,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbi2,NA
Fukahori,Yayoi,15,male,adult,2,L,Fukahori_15,mbi1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xlp2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xlp1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xli2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xli1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xbp2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xbp1,8.79
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xbi2,6.68
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,xbi1,7.62
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mlm1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mlp2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mlp1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mlc,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mli2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mli1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mbm1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mbp2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mbp1,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mbc,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mbi2,NA
Fukahori,Yayoi,16,female,adult,2,R,Fukahori_16,mbi1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xlp2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xlp1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xli2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xli1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xbp2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xbp1,9.22
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xbi2,6.71
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,xbi1,7.47
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mlm1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mlp2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mlp1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mlc,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mli2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mli1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mbm1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mbp2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mbp1,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mbc,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mbi2,NA
Fukahori,Yayoi,16,female,adult,2,L,Fukahori_16,mbi1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,xlp1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,xli2,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,xli1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,xbp1,8.77
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,xbi2,6.22
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,xbi1,7.29
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mlm1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mlp2,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mlp1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mli2,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mli1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mbm1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mbp2,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mbp1,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mbi2,NA
Fukahori,Yayoi,17,female,adult,2,R,Fukahori_17,mbi1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,xlp1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,xli2,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,xli1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,xbp1,8.52
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,xbi2,6.27
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,xbi1,7.23
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mlm1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mlp2,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mlp1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mli2,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mli1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mbm1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mbp2,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mbp1,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mbi2,NA
Fukahori,Yayoi,17,female,adult,2,L,Fukahori_17,mbi1,NA
Fukahori,Yayoi,18,NA,4,2,R,Fukahori_18,mlm1,NA
Fukahori,Yayoi,18,NA,4,2,R,Fukahori_18,mbm1,NA
Fukahori,Yayoi,18,NA,4,2,L,Fukahori_18,mlm1,NA
Fukahori,Yayoi,18,NA,4,2,L,Fukahori_18,mbm1,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xlp2,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xlp1,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xlc,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xli2,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xli1,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xbp2,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xbp1,8.52
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xbc,7.38
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xbi2,4.33
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,xbi1,6.83
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,mlm2,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,mlc,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,mli2,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,mbm2,NA
Fukahori,Yayoi,19,female,adult,2,R,Fukahori_19,mbc,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xlp2,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xlp1,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xlc,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xli2,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xli1,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xbp2,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xbp1,8.44
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xbc,7
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xbi2,5.97
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,xbi1,6.46
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,mlm2,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,mlc,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,mli2,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,mbm2,NA
Fukahori,Yayoi,19,female,adult,2,L,Fukahori_19,mbc,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xlm1,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xlp2,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xli2,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xbm1,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xbp2,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xbi2,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,xbi1,7.5
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,mlp1,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,mlc,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,mbp1,NA
Fukahori,Jomon,2001-2,female,adult,2,R,Fukahori_2001-2,mbc,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xlm1,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xlp2,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xli2,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xbm1,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xbp2,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xbi2,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,xbi1,7.26
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,mlp1,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,mlc,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,mbp1,NA
Fukahori,Jomon,2001-2,female,adult,2,L,Fukahori_2001-2,mbc,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,xlc,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,xli1,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,xbc,7.98
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,xbi1,7.67
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mlp1,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mlc,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mli2,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mli1,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mbp1,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mbc,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mbi2,NA
Fukahori,Yayoi,2002-10,female,adult,2,R,Fukahori_2002-10,mbi1,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,xlc,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,xli1,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,xbc,8.15
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,xbi1,7
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mlp1,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mlc,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mli2,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mli1,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mbp1,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mbc,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mbi2,NA
Fukahori,Yayoi,2002-10,female,adult,2,L,Fukahori_2002-10,mbi1,NA
Fukahori,Yayoi,2002-11,female,mature,2,R,Fukahori_2002-11,mlp2,NA
Fukahori,Yayoi,2002-11,female,mature,2,R,Fukahori_2002-11,mlp1,NA
Fukahori,Yayoi,2002-11,female,mature,2,R,Fukahori_2002-11,mbp2,NA
Fukahori,Yayoi,2002-11,female,mature,2,R,Fukahori_2002-11,mbp1,NA
Fukahori,Yayoi,2002-11,female,mature,2,L,Fukahori_2002-11,mlp2,NA
Fukahori,Yayoi,2002-11,female,mature,2,L,Fukahori_2002-11,mlp1,NA
Fukahori,Yayoi,2002-11,female,mature,2,L,Fukahori_2002-11,mbp2,NA
Fukahori,Yayoi,2002-11,female,mature,2,L,Fukahori_2002-11,mbp1,NA
Fukahori,Jomon,2002-2,male,mat,2,R,Fukahori_2002-2,xlc,NA
Fukahori,Jomon,2002-2,male,mat,2,R,Fukahori_2002-2,xli2,NA
Fukahori,Jomon,2002-2,male,mat,2,R,Fukahori_2002-2,xli1,NA
Fukahori,Jomon,2002-2,male,mat,2,R,Fukahori_2002-2,xbc,NA
Fukahori,Jomon,2002-2,male,mat,2,R,Fukahori_2002-2,xbi2,NA
Fukahori,Jomon,2002-2,male,mat,2,R,Fukahori_2002-2,xbi1,6.48
Fukahori,Jomon,2002-2,male,mat,2,L,Fukahori_2002-2,xlc,NA
Fukahori,Jomon,2002-2,male,mat,2,L,Fukahori_2002-2,xli2,NA
Fukahori,Jomon,2002-2,male,mat,2,L,Fukahori_2002-2,xli1,NA
Fukahori,Jomon,2002-2,male,mat,2,L,Fukahori_2002-2,xbc,NA
Fukahori,Jomon,2002-2,male,mat,2,L,Fukahori_2002-2,xbi2,NA
Fukahori,Jomon,2002-2,male,mat,2,L,Fukahori_2002-2,xbi1,6.57
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xlm2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xlm1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xlp2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xlp1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xlc,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xli1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xbm2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xbm1,11.55
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xbp2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xbp1,8.99
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xbc,8.04
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,xbi1,6.98
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mlm2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mlm1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mlp2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mlp1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mlc,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mli2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mli1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mbm2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mbm1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mbp2,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mbp1,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mbc,NA
Fukahori,Yayoi,2002-8-A,male,adult,2,R,Fukahori_2002-8-A,mbi2,NA
